Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Markovic Lazar,Liverpool,Wide midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,11,2,0,0,1,0,0,3,0,1,0,0,0,4,0,0,0,0,9,6,2,0,1,0,1,0,0,0,0,0,9,6,0,0,0,0,2,1,5,3,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.68463,0,0,0,0,0,0,0,0,1,1
Moreno Alberto,Liverpool,Wide defender left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,50,15,6,0,0,0,2,0,3,0,1,2,12,16,8,0,3,0,36,28,19,0,0,0,0,1,0,7,0,0,24,19,11,8,1,1,5,5,12,8,0,0,0,0,0,0,2,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,7,0,1,0,1,0,0,0,1,1
Reveillere Anthony,Sunderland,Wide defender left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,67,18,0,0,0,0,3,1,1,4,1,3,13,15,5,0,0,0,60,46,27,2,0,0,1,1,0,5,0,0,43,35,15,10,2,1,11,10,22,18,0,0,0,0,0,0,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,6,0,0,0,0,0,0,0,0,0
Brown Wes,Sunderland,Central defender left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,40,10,0,0,1,0,3,6,0,0,0,1,10,8,4,0,0,0,35,30,14,1,4,0,0,0,0,2,0,0,10,9,21,18,4,3,5,5,16,15,1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,3,1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,13,0,0,0,0,0,0,0,0,0
O'Shea John,Sunderland,Central defender right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,37,9,0,0,0,0,0,6,1,2,0,1,12,11,3,0,0,0,30,24,13,0,4,0,0,0,0,1,0,0,13,11,14,12,3,1,1,1,16,14,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,12,0,0,0,0,0,0,0,1,0
Larsson Sebastian,Sunderland,Central midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,50,11,2,3,0,0,4,2,2,2,0,4,11,6,11,1,3,0,43,39,14,4,1,0,2,0,0,8,5,0,31,29,8,7,4,3,7,7,22,21,0,0,0,0,0,0,6,5,5,0,1,0,1,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70.79012,5,0,1,1,2,0,0,0,3,1
Johnson Adam,Sunderland,Wide midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,38,6,2,1,0,0,1,0,4,4,4,2,5,7,3,1,0,0,28,27,6,1,0,2,3,3,0,2,1,0,17,16,9,9,2,2,8,8,14,13,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,79.71152,5,0,0,1,0,0,0,0,2,0
Cattermole Lee,Sunderland,Central midfielder,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,1,3,3,1,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,1,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.57255,0,0,0,0,0,0,0,0,0,0
Gómez,Sunderland,Central midfielder left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,69,9,1,1,4,1,2,2,7,6,4,1,13,18,5,2,5,0,48,41,14,2,1,4,4,3,0,2,0,0,35,32,12,8,1,1,12,12,22,20,0,4,0,0,0,0,4,3,2,0,1,0,1,0,0,2,0,2,2,4,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,10,0,1,2,4,0,0,0,0,1
Altidore Jozy,Sunderland,Centre forward,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,32,3,2,0,0,0,2,8,1,4,1,3,0,10,2,3,0,1,21,19,4,0,8,1,2,0,0,2,0,0,19,17,1,1,1,1,5,5,12,11,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70.56976,7,0,0,1,0,0,0,0,0,1
Bridcutt Liam,Sunderland,Central midfielder,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,1,0,50,15,0,0,0,0,3,3,4,0,0,2,18,7,5,5,1,0,47,43,18,3,2,1,0,0,0,5,0,0,37,33,9,9,1,1,10,10,19,18,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,5,3,0,2,1,0,0,0,0,0
Wickham Connor,Sunderland,Wide midfielder left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,48,3,1,0,2,0,10,5,4,2,1,2,9,25,4,2,2,0,29,18,9,6,2,2,1,0,0,2,0,0,20,13,7,4,2,1,9,7,11,8,2,0,0,0,0,0,15,8,1,0,0,0,0,0,0,0,0,1,1,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,10,0,0,1,1,0,0,0,0,1
Pantilimon Costel,Sunderland,Goalkeeper,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,0,10,14,5,0,0,0,31,16,29,0,0,0,0,0,0,1,0,0,1,1,5,5,25,10,0,0,2,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,7,0,0,0,0,0,0,0,0,0
Buckley William,Sunderland,Wide midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,1,0,5,0,1,0,0,0,1,0,0,1,0,1,1,2,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.65115,1,1,0,0,0,0,0,0,1,0
Álvarez Ricardo,Sunderland,Wide midfielder left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,0,0,13,1,1,0,0,0,2,0,0,1,2,2,4,4,1,0,0,1,9,8,1,1,0,0,0,0,0,1,1,0,9,8,0,0,0,0,3,3,5,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.7929,2,0,0,0,0,0,0,0,0,0
Vergini Santiago,Sunderland,Wide defender right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,A,D,0,0,0,1,0,47,8,0,0,0,0,1,0,3,2,2,6,6,12,2,0,0,0,38,33,11,1,0,1,0,1,0,2,0,0,30,29,8,4,0,0,8,7,19,18,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,7,0,0,0,0,0,0,0,0,0
Lloris Hugo,Tottenham Hotspur,Goalkeeper,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,30,12,0,0,0,0,0,1,0,0,0,0,8,7,4,0,0,0,28,20,20,0,1,0,0,0,0,1,0,0,7,7,10,10,11,3,0,0,8,8,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,7,0,0,0,0,0,0,0,0,0
Lennon Aaron,Tottenham Hotspur,Wide midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,4,4,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.3055,0,0,0,0,0,0,0,0,1,0
Soldado Roberto,Tottenham Hotspur,Centre forward,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,33,1,0,0,5,1,3,4,0,5,0,1,4,10,3,0,2,1,25,20,2,0,1,0,3,0,0,2,0,0,20,18,3,1,2,1,8,7,15,12,4,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,3,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83.6685,3,0,0,0,1,0,0,0,0,0
Fazio Federico,Tottenham Hotspur,Central defender right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,97,20,0,0,0,0,3,15,1,1,0,1,34,20,5,2,1,0,83,74,27,3,12,0,0,0,0,3,0,0,47,41,32,32,4,1,2,2,54,52,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,22,0,0,2,1,0,0,0,1,0
Vertonghen Jan,Tottenham Hotspur,Central defender left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,84,19,0,0,0,0,2,6,2,0,0,1,17,9,6,0,0,0,79,74,23,1,2,0,0,0,0,3,0,0,50,49,26,25,3,0,5,5,51,50,0,0,0,0,0,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,8,0,0,0,0,0,0,0,0,0
Paulinho,Tottenham Hotspur,Central midfielder,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,23,1,0,0,1,0,2,3,2,1,0,0,3,8,0,2,0,0,16,14,3,1,2,2,0,0,0,0,0,0,16,14,0,0,0,0,1,1,12,12,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.74858,6,0,0,2,0,0,0,0,0,0
Mason Ryan,Tottenham Hotspur,Central midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,78,21,1,0,0,0,4,1,5,0,0,0,6,14,13,0,0,0,73,62,30,2,1,2,0,0,0,10,0,0,46,41,23,18,4,3,9,9,34,32,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,66.22542,7,0,0,0,0,0,0,0,1,1
Kane Harry,Tottenham Hotspur,Central midfielder,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,50,7,1,0,3,0,4,3,3,7,2,0,7,15,3,0,1,0,34,27,10,3,1,3,4,1,0,3,0,0,28,23,5,4,1,0,4,4,20,16,1,2,0,0,0,0,7,4,1,1,1,1,0,0,0,1,0,2,1,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,2,0,0,0,1,0,0,0,0,2
Eriksen Christian,Tottenham Hotspur,Wide midfielder left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,1,0,76,11,2,1,3,1,2,2,5,4,1,5,10,24,5,1,1,0,60,49,17,1,2,1,0,1,0,4,2,0,50,42,10,7,0,0,8,8,35,30,1,2,0,0,0,0,4,3,3,1,0,0,0,0,0,3,0,3,0,3,2,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,9,0,0,1,0,0,0,0,3,2
Chadli Nacer,Tottenham Hotspur,Wide midfielder left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,30,2,0,0,1,0,3,1,3,1,3,0,3,4,1,1,0,0,24,20,2,2,1,3,1,2,0,1,0,0,22,18,2,2,0,0,5,4,17,14,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.017,3,0,0,1,0,0,0,0,2,2
Lamela Erik,Tottenham Hotspur,Wide midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,28,5,0,0,0,0,3,1,4,5,0,1,2,10,2,2,0,0,23,17,6,1,0,1,4,0,0,2,0,0,19,14,3,2,1,1,5,4,12,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45.957,3,1,0,1,0,0,0,0,0,1
Dier Eric,Tottenham Hotspur,Wide defender right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,80,16,2,0,0,0,5,8,2,3,2,5,16,21,4,1,2,0,66,55,21,2,4,0,1,0,0,3,0,0,52,46,9,7,5,2,11,11,34,28,0,0,0,0,0,0,13,6,2,12,1,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,15,0,1,1,1,0,0,0,2,1
Davies Ben,Tottenham Hotspur,Wide defender left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,53,7,4,0,0,0,6,2,2,1,1,6,10,5,5,0,2,0,46,41,11,1,0,1,1,1,0,3,0,0,37,34,8,6,1,1,15,14,20,20,0,0,0,0,0,0,8,1,4,8,2,2,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,4,0,0,0,1,0,0,0,2,0
Bentaleb Nabil,Tottenham Hotspur,Central midfielder left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,H,D,0,0,0,0,0,98,12,0,0,1,0,0,2,5,2,1,3,8,13,12,2,1,0,91,83,18,0,1,5,1,1,0,10,0,0,62,58,25,23,4,2,10,10,63,61,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,3,1,1,1,0,0,0,0,1,2
Chamakh Marouane,Crystal Palace,Centre forward,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,28,1,0,0,0,0,7,21,1,4,0,0,10,8,3,2,4,2,24,16,5,2,9,1,0,0,0,1,0,0,23,15,1,1,0,0,9,7,10,8,0,0,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,8,0,0,1,4,0,0,0,2,0
Speroni Julian,Crystal Palace,Goalkeeper,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,30,8,0,0,0,0,0,0,0,0,0,0,9,19,7,0,0,0,23,8,23,0,0,0,0,0,0,2,0,0,0,0,1,1,22,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,7,0,0,0,0,0,0,0,0,0
Ledley Joe,Crystal Palace,Central midfielder left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,37,5,0,5,2,0,2,0,4,1,1,0,7,11,5,0,0,0,27,21,10,2,0,1,1,1,0,3,5,0,15,12,12,9,0,0,8,7,9,9,2,0,0,0,0,0,2,2,5,0,1,0,1,0,0,0,0,0,2,2,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,3,0,0,0,0,0,0,0,1,2
Hangeland Brede,Crystal Palace,Central defender left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,18,6,0,0,0,0,1,5,0,0,0,0,11,1,2,0,1,0,17,16,7,1,2,0,0,0,0,2,0,0,7,7,8,8,2,1,1,1,9,9,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,4,0,0,0,1,0,0,0,0,1
Ward Joel,Crystal Palace,Wide defender left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,51,11,1,0,0,0,4,5,5,2,0,4,17,24,17,0,2,0,38,18,29,1,3,3,0,0,0,8,0,0,10,7,24,11,4,0,3,3,6,4,0,0,0,0,0,0,9,4,1,12,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,14,0,0,0,0,0,0,0,0,0
Kelly Martin,Crystal Palace,Wide defender right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,39,11,2,0,0,0,4,4,2,2,0,3,17,20,4,2,0,0,26,17,19,2,2,0,0,0,0,2,0,0,18,14,6,2,2,1,0,0,7,6,0,0,0,0,0,0,8,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,16,1,0,1,0,0,0,0,0,1
Dann Scott,Crystal Palace,Central defender right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,27,8,0,0,1,1,1,2,2,1,0,0,11,16,8,1,0,0,20,9,18,1,1,1,0,0,0,3,0,0,6,3,4,3,10,3,1,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,5,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,9,1,0,0,0,0,0,0,0,0
McArthur James,Crystal Palace,Central midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,31,6,1,0,1,0,4,3,3,5,1,1,10,11,8,0,1,0,24,18,11,1,0,2,1,0,0,5,0,0,13,10,8,6,3,2,3,3,10,9,1,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,3,0,0,0,1,0,0,0,2,1
Jedinak Michael John,Crystal Palace,Central midfielder,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,46,6,0,0,2,1,5,7,4,3,0,1,22,13,8,1,0,0,38,26,15,3,3,2,2,0,0,7,0,0,20,15,16,10,2,1,5,5,18,15,0,2,0,0,0,0,12,6,0,0,0,0,0,0,0,2,0,2,0,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,11,0,0,1,0,0,0,0,1,1
Puncheon Jason,Crystal Palace,Wide midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,16,1,1,0,4,1,0,0,2,4,5,0,4,5,1,0,0,1,8,8,1,0,0,2,1,5,0,1,0,0,6,6,1,1,1,1,2,2,5,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.76842,1,0,0,0,0,0,0,0,3,0
Bolasie Yannick,Crystal Palace,Wide midfielder left,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,53,3,6,4,4,1,3,1,2,8,7,0,8,20,0,2,1,1,29,24,4,3,0,1,7,3,0,0,7,0,23,20,5,3,1,1,12,11,13,10,2,2,0,0,0,0,4,3,10,0,0,0,0,0,0,1,0,3,1,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,92.974,1,1,0,1,1,0,0,0,4,1
Zaha Wilfred,Crystal Palace,Wide midfielder right,2014/12/06,15:00:49.000000,Tottenham Hotspur v Crystal Palace,A,D,0,0,0,0,0,24,1,4,0,2,0,6,1,5,4,9,2,6,12,2,2,2,0,9,7,2,4,1,2,4,6,0,1,0,0,6,6,3,1,0,0,4,4,3,2,2,0,0,0,0,0,7,5,4,1,0,0,0,0,0,0,0,2,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,66.20558,3,0,0,1,2,0,0,0,0,1
Lampard Frank,Manchester City,Central midfielder right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,17,4,1,0,0,0,0,0,0,1,1,0,2,5,2,0,0,0,15,12,5,0,0,0,0,1,0,0,0,0,11,9,3,3,1,0,2,2,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.76008,2,0,0,0,0,0,0,0,0,1
Demichelis Martin,Manchester City,Central defender right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,42,10,0,0,2,0,5,3,1,2,0,1,18,13,4,0,0,0,32,28,12,3,3,1,0,0,0,3,0,0,12,11,16,14,4,3,2,2,18,16,2,0,0,0,0,0,8,6,0,0,0,0,0,0,0,1,2,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,14,0,0,0,0,0,0,0,0,0
Nasri Samir,Manchester City,Centre forward left,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,111,15,3,8,3,1,3,0,8,5,2,1,7,20,6,0,0,0,91,79,21,1,0,8,0,1,0,5,8,0,81,71,9,7,1,1,16,16,54,48,3,0,0,0,0,0,3,1,11,0,2,0,2,0,0,3,0,1,2,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,3,0,0,0,0,0,0,0,7,3
Clichy Gaël,Manchester City,Wide defender left,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,82,29,3,0,0,0,1,1,0,1,0,3,13,12,14,0,2,1,74,68,34,0,0,0,0,0,0,12,0,0,53,49,19,17,2,2,9,9,31,30,0,0,0,0,0,0,2,0,3,11,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,4,0,0,0,2,0,0,0,0,1
Milner James,Manchester City,Wide midfielder left,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,74,12,7,1,3,0,6,5,3,2,1,0,7,20,6,2,4,0,55,47,18,2,2,3,0,0,0,3,3,0,43,40,9,6,3,1,8,8,29,27,1,2,0,0,1,0,11,4,8,0,1,1,0,0,0,1,0,2,1,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,4,0,0,1,3,0,0,0,5,1
Jesús Navas,Manchester City,Wide midfielder right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,50,11,3,0,4,0,2,1,1,3,1,3,6,8,1,1,2,1,39,36,13,0,1,1,0,0,0,1,0,0,30,29,7,6,2,1,8,8,18,17,3,1,0,0,0,0,3,1,3,0,0,0,0,0,0,1,0,3,1,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,81.62859,4,0,0,0,1,0,0,0,2,3
Zabaleta Pablo,Manchester City,Wide defender right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,41,11,2,0,1,0,9,1,1,3,0,0,11,11,4,1,1,0,32,28,14,9,1,0,0,0,0,2,0,0,25,25,7,3,0,0,2,2,16,15,0,1,0,0,0,0,10,10,2,3,0,0,0,0,0,0,0,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,14,0,0,0,1,0,0,0,2,1
Hart Joe,Manchester City,Goalkeeper,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,21,4,0,0,0,0,0,1,0,0,0,0,7,9,0,0,0,0,21,11,14,0,1,0,0,0,0,0,0,0,0,0,6,5,15,6,0,0,7,7,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99.38866,1,0,0,0,0,0,0,0,0,0
Touré Yaya,Manchester City,Central midfielder right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,1,1,0,85,17,0,0,3,1,3,1,5,1,2,2,13,16,14,1,1,0,76,65,23,2,1,5,0,1,0,10,0,1,47,42,24,21,5,2,7,7,46,41,1,2,0,1,0,0,4,3,0,0,0,0,0,0,1,3,0,2,1,3,2,1,34,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,99.38866,7,1,0,0,0,0,0,0,1,3
Kun Agüero,Manchester City,Centre forward right,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.025,0,0,0,0,0,0,0,0,0,0
Dzeko Edin,Manchester City,Centre forward left,2014/12/06,17:30:32.000000,Manchester City v Everton,H,W,1,0,0,0,0,15,2,0,0,1,0,0,4,2,0,1,0,1,1,2,1,0,0,13,12,2,0,0,2,0,1,0,2,0,0,12,11,1,1,0,0,5,5,6,5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.21043,2,0,0,0,0,0,0,0,2,0
